Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Pakistan,PAK,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216842168023.322,235328316776.401,259159082054.659,269447529315.676,285194418050.791,305882520753.146,326245638168.067,334404180509.26,346220155699.268,366017222543.837,389228935491.369,411712591021.088,428324905845.568,462262328463.682,513425120590.678,568205137175.443,621145707290.183,664314388219.473,691507755856.973,716906796121.269,741675056636.282,780110472311.759,829442458507.519,868512882264.327,910654119428.137,958594455887.133,1002030923785.33,1053571682444.36,1112712584866.28,1142342134518.61,1164737809098.56,1269115513293.83,1422577728301.65,1463002417992.45,1532971835531.2
Pakistan,PAK,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1365678566353.13,1627052798820.69,1930612787732.16,2134084588858.34,2499715882159.49,2967536009947.4,3368453735454.25,3848417176111.88,4236651781382.25,4675311990333.2,5042585211300,5530062707900,5887312967000,6452124717800,7484620912900,8477603969600,9529433221500,10948042635200,12401766841300,14359755550400,16231641694700,19472869040100,22054729863700,24686951501200,27545456285200,29959394610300,32167336199500,35027291632000.1,38591500228299.9,43032736419000.2,46676557569699.9,55131296000000,65724740000000.1,82218496803100.2,102646490180834
Pakistan,PAK,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,Goods and services expense (current LCU),GC.XPN.GSRV.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1172085221.09778,1126517097.08091,1403680898.17397,1957095108.11623,2580942008.63989,2743119875.40589,2351746916.65901,2890204231.0063,2492105071.67328,2660568522.45435,3205895887.74901,3956371892.34966,4425590321.27078,4818196223.24465,5405435436.67058,6410838400.54116,6913088869.48064,6793407997.33362,7116752173.84098,8356347225.34176,8507268921.51236,8350730703.59928,7796000000,7615000000,8657000000,9053000000,9773000000,11836000000,13281000000,15441000000,17065000000,18218000000,21223500000,18356000000,21481000000,26328000000,24792000000,25115000000,24777000000,22707000000,21820000000,23163000000,24842000000,24800000000,21941000000,29068000000,31473000000,28809000000,32144000000
Pakistan,PAK,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2202087204.72666,2499244147.09184,3236250197.45248,4309384592.4557,5470407618.63659,5682517594.57348,5770827042.97438,5618267352.56912,6263361659.55881,5905892147.92347,5999165489.804,6283337656.59508,7130851527.64538,7400895822.20593,8132503396.3656,8683283102.87071,9716526928.39292,9379891899.21855,9355275505.23871,11247761165.1946,12163732482.0271,10750177379.1812,9834000000,9520000000,9896000000,9741000000,10428000000,11978000000,16643000000,21683200000,26597000000,28639000000,38132000000,28536000000,32843000000,38995000000,40385000000,41214000000,42675000000,39815000000,42200000000,52757000000,56753000000,47681000000,44113000000,65927000000,65880000000,48337000000,55644000000
Pakistan,PAK,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.624154627323151,..,-0.490328997373581,..,-0.492341905832291,..,-0.549481332302094,-0.586459815502167,-0.543261051177979,-0.457726120948792,-0.383815377950668,-0.489426851272583,-0.73821085691452,-0.812300384044647,-0.775662660598755,-0.833723247051239,-0.783729493618011,-0.798744976520538,-0.762600779533386,-0.709552943706512,-0.700057625770569,-0.634695649147034,-0.666645467281342,-0.718214333057404,-0.571128666400909,-0.438822388648987,-0.624728679656982,-0.577790379524231,..
Pakistan,PAK,Government Effectiveness: Number of Sources,GE.NO.SRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,3,..,3,..,4,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,..
Pakistan,PAK,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6939888000488,..,36.6120223999023,..,37.7049179077148,..,37.8378372192383,32.972972869873,37.8109436035156,38.7254905700684,41.4634132385254,37.8640785217285,26.2135925292969,22.9665069580078,25.3588523864746,22.748815536499,25.5924167633057,23.222749710083,22.5961532592773,27.1428565979004,26.6666660308838,29.5238094329834,27.1428565979004,26.6666660308838,32.3809509277344,35.7142868041992,29.2452831268311,30.6603775024414,..
Pakistan,PAK,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.1256828308105,..,20.7650279998779,..,20.7650279998779,..,20.5405406951904,20.5405406951904,20.8955230712891,26.470588684082,29.7560977935791,21.8446598052979,13.1067962646484,11.4832534790039,12.9186601638794,11.3744077682495,13.2701425552368,12.7962083816528,13.942307472229,13.8095235824585,13.8095235824585,15.2380952835083,14.2857141494751,13.3333330154419,16.6666660308838,18.0952377319336,13.6792449951172,14.6226415634155,..
Pakistan,PAK,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.7158470153809,..,50.8196716308594,..,53.0054626464844,..,48.1081085205078,47.5675659179688,48.2587051391602,49.0196075439453,53.1707305908203,50.970874786377,41.7475738525391,38.2775115966797,39.7129173278809,38.3886260986328,39.3364944458008,36.9668235778809,37.019229888916,40,38.0952377319336,40.476188659668,40.476188659668,37.6190490722656,46.6666679382324,50.476188659668,43.3962249755859,44.3396224975586,..
Pakistan,PAK,Government Effectiveness: Standard Error,GE.STD.ERR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.173903718590736,..,0.222487077116966,..,0.238578706979752,..,0.199642837047577,0.190472021698952,0.193942978978157,0.174616992473602,0.17651692032814,0.197559341788292,0.201516449451447,0.195807263255119,0.193452537059784,0.19440470635891,0.196586906909943,0.193871259689331,0.202449887990952,0.212165802717209,0.203128203749657,0.202360302209854,0.211057886481285,0.218874484300613,0.240058839321136,0.243820667266846,0.246022239327431,0.252780050039291,..
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,1.65421998500824,1.56881999969482,1.83042001724243,1.88065004348755,1.98008000850677,2.23794007301331,2.14983010292053,2.20418000221252,2.19807004928589,2.13094997406006,1.97245001792908,2.01366996765137,1.99576997756958,2.06984996795654,2.43543004989624,2.67812991142273,2.97745990753174,..,2.36382007598877,2.51680994033814,2.56676006317139,2.54967999458313,2.38644003868103,2.58930993080139,2.79531002044678,2.81057000160217,3.02230000495911,..,2.61149001121521,1.83782005310059,..,..,..,1.44337999820709,1.67058002948761,1.98055994510651,2.23465991020203,2.2726399898529,2.17916011810303,2.05268001556396,2.00100994110107,1.97879004478455,2.23698997497559,2.2043399810791,2.38609004020691,2.66804003715515,2.57616996765137,2.33216949688293,2.21492004394531,2.05718240718423,1.68746129213991,1.97300945756988,1.94658005237579,..
Pakistan,PAK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.80284976959229,9.37642955780029,10.3132696151733,10.0689897537231,11.753399848938,..,11.3073301315308,8.4898796081543,..,..,..,11.2293500900269,13.777509689331,15.2890996932983,15.445520401001,14.096960067749,12.0826301574707,11.8646602630615,10.9246101379394,11.0406303405762,11.5139799118042,11.3006601333618,13.1872797012329,15.0634803771973,14.5447797775269,12.1924793986342,11.5916795730591,10.7962121538911,7.81720760893089,9.40440332600436,9.75506019592285,..
Pakistan,PAK,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.40863,8.52796,8.09756,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.87309,13.9479,16.02248,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.58395,54.50023,63.01978,69.92226,67.23956,..,..,..,..,..,..,..
Pakistan,PAK,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,Grants and other revenue (current LCU),GC.REV.GOTR.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3350000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,253440000,246350000,298970000,260810000,246290000,211000000,111640000,152490000,22780000,26000000,52690000,80440000,23000000,62270000,76280000,194310000,125470000,118170000,118670000,155120000,481530000,258430000,251430000,277030000,244090000,255940000,311920000,297940000,419160000,374350000,320230000,525030000,316960000,199380000,199240000,186830000,206470000,178750000,182060800,212014233,130684233,878381433,298930000,1323473217,299172153,882005084,1061237937,1005835324,981126048,1553278741,2671230000,2910348396,1770900150,1992078489,1864519334,1893867150,1772875716,1676624956,1558284892,1309541186,1220773638,1087680318,1064497396,3074336558,..
Pakistan,PAK,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.5319816287667,14.1283842349462,15.5322777101096,18.4064937420642,21.0118615347374,22.7235700371879,18.87722442709,18.9725988859506,16.0617296845624,15.1539335896878,15.7923394274465,15.5381858990766,14.0160591151025,12.8118888164523,13.1824476175342,16.385598517759,17.4664784756528,18.3114298688463,16.9904839679245,17.1125875381577,17.6685356073773,18.7662655106472,19.26431164953,18.7882663212464,18.2707562136436,18.3254722475787,18.7636531838642,19.1343263246337,18.0142110694726,18.9114576905339,18.9353730330174,18.8964334705075,20.1334835745861,20.6850030820741,19.3974052458304,18.5455233391321,18.9966573482447,17.9191965447603,17.7111996462578,15.5649424393518,16.3106779166157,15.9969087412847,14.9624104299322,15.3148655927028,15.6507707143799,16.2664437881869,18.2822141634905,17.535936222635,17.996422608907,17.5777374307953,15.9615524272363,14.6316275197265,15.1689869381562,14.9823804459246,14.9075542099107,15.8109305453177,15.9357468463989,16.3328910849517,17.0682908414203,15.4996449690024,14.8155399944077,14.5346921503021,15.5605425943116,13.9681470393061,13.1665315730663
Pakistan,PAK,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,..,60.0319029082804,10.0426355099033,16.145927707504,10.7392656107535,21.5363834783711,-24.0961943858472,11.7283269949617,13.0375283808071,-17.7779576897388,17.8113785972186,0.159024604831899,-5.42939193917515,3.61254414797973,-4.83782158091267,11.4293581748887,1.85002882031054,12.0103902202623,3.8867278451513,4.95464731793567,8.09458196105372,5.99278171873607,18.531848822799,2.45202907531896,4.87496693230254,10.1506267383996,4.3701478547794,3.96746166502493,-1.17224343562229,7.47449422120087,5.14404802952089,3.01382108308542,10.3862609929627,3.94584369333262,-0.76511896180196,3.82532550009435,5.64217807159959,-3.61366680100795,3.04709141902426,-9.19090428337596,5.12173609952045,4.76010898444932,-2.1074214181433,8.89159248850318,9.46401100189193,9.22770293167368,17.8432648329162,3.48415064389032,3.56141200400121,-3.45088311685548,-6.80758969647231,-7.43206669406185,3.60698367737776,2.66798547116728,3.43696781760283,12.5407802024087,9.03913372180239,7.41327896649284,9.86130010875807,-9.69639655169868,-6.05831266668415,4.00811214762425,4.59789477947953,-14.1283065558169,-0.943702690629578
Pakistan,PAK,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,3468682459.19458,5550998545.29482,6108465096.35881,7094733454.85502,7856655724.94689,9548695230.44685,7247823066.40625,8097871455.65064,9153633744.92237,7526304610.67642,8866843219.26391,8880943681.65441,8398762441.27998,8702171442.35516,8281175914.30888,9227661170.64786,9398375561.74545,10527157141.0768,10936319088.9819,11478175129.405,12407285422.888,13150826955.5023,15587918325.8438,15970138615.4305,16748677591.9756,18448773337.955,19255012010.2168,20018947230.3181,19784276435.53,21263051034.4101,22356832592.1617,23030627526.3343,25422648609.5365,26425786586.374,26223597882.3964,27226735859.2339,28762916779.4959,27723520804.8337,28568281828.3292,25942598390.0824,27271309816.9809,28569453885.756,27967375095.521,30454120118.7458,33336301397.3133,36412476258.6648,42909650829.7211,44404687705.3959,45986121583.6751,44399194277.8474,41376679302.872,38301536901.2944,39683067085.5089,40741805549.8639,42142088294.923,47427034960.6943,51714028071.0774,55547733236.7968,61025461914.8897,55108191130.1162,51769564606.4998,53844546814.2651,56320262421.2727,48363163093.3547,47906758621.9691
Pakistan,PAK,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,349791199659,559777513020,615993928319,715451862668,792286138517,962915919554,730889827806,816610976784,923076864643,758972650203,894156142380,895578070652,846953627075,877550200766,835095887770,930541987887,947757282848,1061586630859,1102847614041,1157489823771,1251183786247,1326164499457,1571927299638,1610471414068,1688981362958,1860423556793,1941726816950,2018764084052,1995099254596,2144222833088,2254522685482,2322469965500,2563687757600,2664846869300,2644457620600,2745616732300,2900529317500,2795713852500,2880901809400,2616120881600,2750111689200,2881020002800,2820304770200,3071074777300,3361721632100,3671931317700,4327123747200,4477887257100,4637363271400,4477333285200,4172534805800,3862429236200,4001746428300,4108512441600,4249720692000,4782668823200,5214980653600,5601581717500,6153970501500,5557257118000,5220581106100,5429827851590.17,5679485622913.16,4877070483314.44,4831045437939.5
Pakistan,PAK,Gross capital formation (current LCU),NE.GDI.TOTL.CN,2416000000,2771000000,3188000000,4059000000,5208000000,6416000000,5898000000,6744000000,6151000000,6266000000,7541000000,7892000000,7663000000,8647000000,11614000000,18218000000,22770000000,27421000000,29960000000,33355000000,41376000000,52207000000,62447000000,68462000000,76701000000,86525000000,96545000000,109540000000,121666000000,145570000000,162076000000,192857000000,243894000000,277516000000,305140000000,346045000000,402762000000,435134000000,474245000000,457357000000,839526081200,904756029300,902250853000,1007966714400,1191286256100,1402042495200,1771376669300,1957928372900,2276032179400,2584928904200,2634781974700,2886970875600,3389455392100,3751913092200,4167081101900,4810614741700,5214980964000,5806803204900,6689030751000,6788596657100,7043368308900,8115623412100,10372325942600,11684470934000,13849927359500
Pakistan,PAK,Gross capital formation (current US$),NE.GDI.TOTL.CD,507349853.00294,581898362.032759,669466610.667787,852372952.540949,1093658126.83746,1347333053.33893,1238555228.89542,1416211675.76648,1291684166.31667,1315833683.32633,1583578328.43343,1657286854.26291,1319614258.65335,817837888.962451,1173131313.13131,1840202020.20202,2300000000,2769797979.79798,3026262626.26263,3369191919.19192,4179393939.39394,5273434343.43434,5919146919.43128,5390708661.41732,5691674087.26625,5707453825.85752,5985430874.14755,6381590445.67434,6930561093.7055,7596941767.77396,7576123030.89796,8621561391.46995,9842187397.03332,10716899963.024,10143576450.7335,11245276826.1246,12028715743.2606,11187552987.9244,11014941458.1916,9801844604.55343,16226645686.3977,15540295934.3868,14651686472.8808,17209607553.355,20692830573.2152,23620269269.647,29593673367.6821,32290825522.5599,36389441126.2021,32929743754.9603,31397909420.94,33738569651.1224,37938693019.8412,38753010500.0574,40457682159.9356,47427034960.6943,49979282855.1468,55402070562.9912,60784991261.4139,49739828951.3511,44509676376.0262,50655821798.7059,58334964139.1566,47028844235.0131,48922881382.0088
Pakistan,PAK,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2367511275381.32,2395550567151.08,2511777682063.53,2797626827150.8,3003015373541.96,3214459219212.94,3522613197538.77,3695979449317.19,4211897052982.6,4185917629959.27,5191249398830.63,5043065892178.73,4790579104483.17,5177847821160.34,5223779915297.08,5014492639010.65,5285569429752.65,5527180910393.3,5927606329385.03,6338955008620.37,6963510051826.8,7182726833397.01,7475587435134.07,8056011870832.43,8488603548303.61,9072254129316.91,9662577810530.85,10442473846890.8,11128810322505.3,11613569460359.4,12118542251927.8,12668288511374.4,13830259472617,14006209155205.6,14567039072952.4,15394277212844.6,16161401974476.5,16253373358750.1,17081874882442.6,17419098862270.3,17589430356856.6,18135171624854.2,18695164305822.5,19573712720755.9,20893687230098.3,22268879121265.7,23227586154037.2,24131868741098.6,24270329091631.8,25200898413177.6,25575405071113.6,26348681916892.6,26976796950161.6,28082329427865.3,29276011747235.2,30533686309496.3,32725049000000,34208589948758,36296035602651.7,37261107617121.3,36930290209562.2,39379047455653.6,41179529518065.7,41986574483638,43811753199859.6
Pakistan,PAK,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,7.48851797916433,6.32743588436241,7.83922046285018,10.7699981861056,13.3301057048334,12.7926332565964,13.4969914223531,12.3192482979801,11.9960309170671,11.4440494328762,13.0594123683274,12.7798231970231,12.5454977776965,13.3497303384105,9.50262196090895,7.37163055503089,9.81636034488049,9.79712583807463,7.93324032801388,6.33866044173101,6.95322808620756,9.26864512789544,8.3227675307488,8.46325472643096,7.69743831615857,6.28710365408116,10.9493675806364,13.856054108535,12.4476412852445,12.6336643953517,13.4782339478213,17.399274936312,16.9941017925763,14.6068697083918,16.677865382745,15.8327089771169,14.4727340646259,13.2308368941059,16.6690568168577,13.9519782846256,14.1099654593622,13.6720460575633,14.359328266213,14.9939948904589,13.6883765628474,10.8916332375297,10.3303880493565,9.99820790989321,7.39909235662292,9.03282655525722,9.24699949959427,9.23409896802608,7.59794195724363,8.4471045138795,7.82767200474013,9.07188643057377,8.70760158067296,7.30407877051887,6.60583297290801,5.37579505950457,6.69637814622083,5.60747151531107,3.61036966048779,6.48837199463532,6.36896880172555
Pakistan,PAK,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1337000000,1241000000,1609000000,2375000000,3304000000,3612000000,4217000000,4379000000,4594000000,4732000000,6236000000,6491000000,6859000000,9010000000,8372000000,8196000000,12797000000,14671000000,13989000000,12355000000,16283000000,25785000000,26979000000,30839000000,32314000000,29685000000,56338000000,79323000000,84070000000,97247000000,115366000000,177577000000,205864000000,195970000000,262359000000,295426000000,306847000000,321286000000,446340000000,409962000000,726253321200,773266029300,865884293000,986848214500,1041915134100,938775115200.001,1000918609300,1116323342900,935773329400,1328340154200,1526407140700,1821982875600,1697732712200,2115338222200,2188054701900,2760201271700,2849566884000,2596805904900,2588813391000,2354512277100,3183485558900,3131000412100,2406595442600,5427577027000,6699543822100
Pakistan,PAK,Gross domestic savings (current US$),NY.GDS.TOTL.CD,280764384.712306,260604787.904242,337883242.335153,498740025.199496,693826123.47753,758504829.903402,885552288.954221,919571608.567829,964720705.585888,993700125.99748,1309533809.32381,1363082738.34523,1181160668.15912,852170623.285728,845656565.656566,827878787.878788,1292626262.62626,1481919191.91919,1413030303.0303,1247979797.9798,1644747474.74747,2604545454.54545,2557251184.83412,2428267716.53543,2397892549.71802,1958113456.46438,3492746435.21389,4621205942.3245,4788949017.37397,5075082751.1899,5392698546.25345,7938477769.6068,8307510911.7193,7567819101.43492,8721434666.17947,9600332764.9141,9164159825.58508,8260453444.86588,10366812450.2087,8786098863.18988,14037271248.1276,13281793701.4772,14061128499.5128,16849039004.6099,18098230573.2152,15815584107.1742,16721942263.6769,18410787029.4322,14961242106.2729,16921897088.2172,18189737748.085,21292593102.0372,19002982115.6584,21849046692.0761,21243556223.9622,27212356266.386,27309650848.8224,24775839460.2146,23525231862.0065,17251435582.6878,20117634881.5019,19542971731.6038,13534925494.8633,21845462752.9239,23665177384.295
Pakistan,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,10.5298532541727,13.0780604700964,14.4457978075518,17.2546707781607,20.3945775841201,21.4768903842748,17.6257841505569,16.5700782085185,15.1947984123668,13.7826791458076,14.313836359448,13.8705676202477,12.4613611837653,11.3302317311681,12.0473996050033,14.58676236475,17.4664784756528,17.6436413174133,16.4233783615185,16.2147602801221,16.8144880625504,17.148700915901,16.8401926215222,16.9492874334156,16.4868199770368,16.504044205635,17.0144908382763,17.4748768077082,16.4743577405021,17.3005345926248,17.2997501001819,17.3483245149912,18.5897959773317,19.1122881213808,17.8336110233508,17.0342061458089,17.3770725313453,16.342998757985,15.0446883393535,13.9313887010491,14.6006779173585,14.2869087417283,13.2524104312207,13.6048655925718,13.9407707135863,14.5564437884802,16.5722141638029,15.8259362226991,16.2864226089835,15.8677374304576,14.2515524271765,12.9216275193967,13.4589869383626,13.2723804456408,13.1975542100222,14.100930545333,14.2311450167729,14.6228910849517,15.3582908414203,13.7896449690024,13.1055399944077,12.8246921503021,13.8505425943116,12.2581470393061,11.4565315730663
Pakistan,PAK,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,..,52.0540913941431,14.8623604219969,18.0149357694067,10.7794951159182,21.2511107001972,-16.0782934565727,-0.685426570837848,-4.71202605072176,-7.07944555158953,13.6545454784097,-1.15619118046907,-5.58147902387761,3.85640506509955,-2.50469633291793,6.8593465874859,15.825218890111,7.10653127644937,4.34340119661836,2.51892499806834,8.32220111958854,-0.219511149490074,14.3728157365976,5.33623491206082,5.21373467676813,10.2479278366491,4.79760754108447,4.29184613799065,-1.23457594686515,7.36111544312337,5.13712592302625,3.19917514791462,10.0368442215472,4.32770969149799,-0.955516552081136,4.30879901276589,5.23061766049906,-3.81848578500285,-3.6919684513676,-4.49871598764285,5.04218173926296,4.8880678350996,-2.64369541745612,9.31106541712077,9.65322204578439,9.45005157693559,19.160342186107,3.38865258283741,3.70611996248871,-4.135530611528,-7.69449608166978,-8.61893820041381,3.6833966754696,2.44534925761913,3.34625519440526,13.6602169695041,9.38466587691154,7.73068714745473,10.2933957181809,-11.0634261032997,-6.67643664919066,3.66562391638392,4.57258669902272,-16.0579283346653,-1.61021413937597
Pakistan,PAK,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,3573654058.20432,5433887207.77251,6241491109.51645,7365891723.94906,8159897662.57597,9893966547.87279,8303185571.81067,8246273331.6755,7857706784.07323,7301424710.69121,8298401068.38439,8202455687.11177,7744637343.49277,8043301930.28082,7841841641.78756,8379740738.83956,9705853053.18473,10395602536.0555,10847125261.0022,11120356210.7734,12045814619.8486,12019372713.7112,13746895006.5478,14480461617.2115,15235434465.9042,16796750795.57,17602592978.3954,18358069185.3249,18131424878.854,19466099995.6696,20466098064.7494,21120844387.7847,23240710637.262,24246501123.8838,24014821792.3446,25049572196.6506,26359819543.8481,25353273581.6138,24417238719.5917,23318776497.5725,24494551587.9527,25691861885.4753,25012647310.1498,27341591263.7516,29980935779.2923,32814149673.6833,39101453036.6224,40426465434.8748,41924718740.4853,40190909163.1755,37098421232.4275,33900931233.0754,35149637007.0677,36009168394.6759,37214127062.5449,42297657562.5954,46267151398.6052,49843920125.2706,54974552065.2187,48892483121.8632,45628207460.0158,47300765945.2874,49463634477.4375,41520799501.3298,40852225716.9774
Pakistan,PAK,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,359716093479,546963037538,628254655552,741434328218,821357205416,995904734383,835780248641,830051588743,790939341647,734945221609,835298651135,825641001800,779558022472,809620937536,789342391603,843486122005,976969647120,1046398300654,1091847576966,1119350398523,1212504989921,1209843406280,1383731969766,1457571158226,1533565051141,1690723690910,1771837978204,1847882538043,1825069024702,1959414462527,2060072050821,2125977363900,2339358400100,2440599040300,2417278712500,2521434393800,2653320986500,2552004301800,2457785108100,2347216336500,2465567250000,2586085849700,2517717616600,2752143950900,3017814517500,3302999545900,3935865561300,4069238371300,4220049226900,4045527799300,3734244821300,3412392567900,3538084522300,3624603045900,3745891513600,4257588421800,4657148869600,5017178478700,5533616513400,4921408939600,4592834189500,4761190217990.17,4978899768613.16,4179391611914.44,4112094457239.5
Pakistan,PAK,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,1880000000,2565000000,2965000000,3805000000,5055000000,6064000000,5507000000,5890000000,5819000000,5699000000,6835000000,7045000000,6813000000,7647000000,10614000000,16218000000,22770000000,26421000000,28960000000,31605000000,39376000000,47707000000,54589000000,61761000000,69212000000,77925000000,87545000000,100040000000,111266000000,133170000000,148076000000,177057000000,225194000000,256416000000,280540000000,317845000000,368424000000,396859000000,402845000000,409357000000,751510757400,808041543100,799135852600,895420961300,1061126563900,1254653631500,1605693559100,1767002865700,2059766140800,2333461475900,2352511362400,2549570255500,3007362062900,3323691995300,3689087959400,4290332195100,4657149180000,5198850000000,6018885000000,6039644000000,6230427315000,7160823964600,9232476399800,10254041741000,12051171502400
